"artist","asin","media","review_count","star_rating","title","year","genre"
"SEAR BLISS","B07D4ZP2RH","Vinyl,MP3 Music,Audio CD","7","4.4","Letters From The Edge",2018,"black metal"
"Leviathan","B07D4ZP9P4","Vinyl,MP3 Music,Audio CD","27","4.7","Howl Mockery at the Cross",2018,"black metal"
"Leviathan","B07D512D67","Vinyl,MP3 Music,Audio CD","20","4.7","A Silhouette in Splinters",2018,"black metal"
"MANES","B07D5155VN","Audio CD,MP3 Music,Vinyl","13","4.2","Slow Motion Death Sequence",2018,"black metal"
"King Diamond","B07D5185LT","Vinyl","86","4.8","Conspiracy",2018,"black metal"
"Unanimated","B07D51Y7HF","Audio CD,MP3 Music,Vinyl","20","4.8","Annihilation",2018,"black metal"
"Immortal","B07D54L16F","Audio, Cassette,MP3 Music,Audio CD,Vinyl","199","4.7","All Shall Fall Black",2018,"black metal"
"LEVIATHAN","B07D54LF38","Vinyl,Audio CD","31","4.8","Tentacles of Whorror",2018,"black metal"
"Leviathan","B07D55J8P4","Vinyl,MP3 Music,Audio CD","27","4.9","Massive Conspiracy Against All Life",2018,"black metal"
"Ondskapt","B07D55J8YN","Audio CD,MP3 Music","3","4.6","Slave Under His Immortal Will",2018,"black metal"
"Belphegor","B07D57DM7B","Audio, Cassette,Audio CD,Vinyl","97","4.6","Conjuring The Dead Black",2018,"black metal"
"Enslaved","B07D57WCCY","Audio, Cassette,Audio CD","95","4.7","In Times Red",2018,"black metal"
"Tiamat","B07D58Y2FL","Vinyl,MP3 Music,Audio CD","58","4.5","A Deeper Kind of Slumber (Re-issue 2018)",2018,"black metal"
"Katatonia","B07D58Y2S3","Audio CD","28","4.6","Last Fair Day Gone Night",2018,"black metal"
"Moonspell","B07D5ND78D","Audio CD","98","4.9","Lisboa Under The Spell",2018,"black metal"
"Primordial","B07DKMRLFM","Vinyl,MP3 Music,Audio CD","11","4.8","Storm Before Calm",2018,"black metal"
"King Diamond","B07DKMRMJY","Vinyl,MP3 Music,Audio CD,Audio, Cassette","150","4.5","The Spider's Lullabye",2018,"black metal"
"Lord Belial","B07DKN1DPS","Audio CD,MP3 Music,Vinyl","32","4.5","Enter The Moonlight Gate",2018,"black metal"
"King Diamond","B07DKS65JF","Vinyl,MP3 Music,Audio CD,Audio, Cassette","163","4.6","The Graveyard",2018,"black metal"
"Lord Belial","B07DKWJWPZ","Audio CD,MP3 Music,Vinyl","16","4.7","Kiss The Goat",2018,"black metal"
"Primordial","B07DKWJX19","Vinyl,MP3 Music,Audio CD","43","4.7","Spirit The Earth Aflame",2018,"black metal"
"Immortal","B07DKYZB9R","Audio CD,Vinyl,Audio, Cassette","99","4.8","Sons of Northern Darkness (CD + DVD)",2018,"black metal"
"Moonspell","B07DKYZB9X","Vinyl,MP3 Music,Audio CD","78","4.7","Wolfheart 2018",2018,"black metal"
"Violet Cold","B07DQ6HFZK","Audio CD,MP3 Music","5","4.7","Anomie",2017,"black metal"
"Sunn O)))","B07DQ9SJ8X","Vinyl,MP3 Music","14","4.3","White1",2018,"black metal"
"King Diamond","B07DV95WSZ","Vinyl,MP3 Music,Audio CD,Audio, Cassette","197","4.7","House of God",2018,"black metal"
"King Diamond","B07DVGQ1HH","Vinyl,MP3 Music,Audio CD","224","4.5","Abigail II",2018,"black metal"
"King Diamond","B07DVGQJRY","Vinyl,MP3 Music,Audio CD","189","4.6","Voodoo",2018,"black metal"
"Månegarm","B07DXRV395","Vinyl,Audio CD","9","4.3","Book + T-Shirt Med",2018,"black metal"
"Belphegor","B07DY3ZGDG","Audio, Cassette,MP3 Music,Audio CD","53","4.6","Blood Magick Necromance Grey",2018,"black metal"
"Naglfar","B07F5CPBNC","Vinyl,Audio CD","10","4.5","Slow Day",2018,"black metal"
"Archgoat","B07F84FM47","Audio CD,MP3 Music,Vinyl","41","4.6","The Luciferian Crown",2018,"black metal"
"Taake","B07F9GKR4T","Vinyl,MP3 Music,Audio CD","28","4.5","Kong Vinter",2019,"black metal"
"ROTTING CHRIST","B07F9GMTQH","Audio CD","33","5","Under Our Black Cult",2018,"black metal"
"CRADLE OF FILTH","B07F9KFWLH","Audio CD","23","4.7","Manticore & Other Horrors The",2018,"black metal"
"Marduk","B07FDKZHRR","Audio CD","16","4.5","Heaven Shall Burn...",2018,"black metal"
"Dhg(dodheimsgard)","B07FDT8P8V","Audio CD","12","4.7","A Umbra Omega",2018,"black metal"
"King Diamond","B07FPK5WS4","Vinyl","22","4.9","The Puppet Master",2018,"black metal"
"King Diamond","B07FPSF9LC","Vinyl,MP3 Music,Audio CD","58","4.7","Deadly Lullabyes",2018,"black metal"
"King Diamond","B07FPT8BGW","Vinyl,MP3 Music,Audio CD","159","4.6","Give Me Your Soul...Please",2018,"black metal"
"Lifelover","B07FSRB4KJ","Vinyl,MP3 Music,Audio CD","35","4.7","Sjukdom",2018,"black metal"
"SATANIC WARMASTER","B07FSRB4NC","Audio CD","2","5","Revelation Of The Night",2018,"black metal"
"Ulver","B07FSRB4RM","Vinyl,MP3 Music,Audio CD","48","4.6","Childhood's End",2018,"black metal"
"Helrunar","B07FSRBMST","Vinyl","1","5","Mm.i. - Mm.xi. - Vier Wege Eines Winters",2018,"black metal"
"BLUT AUS NORD","B07FSRBW5T","Vinyl,Audio CD","22","4.6","Deus Salutis Meae",2018,"black metal"
"Death SS","B07FSVVF3R","Vinyl","5","4.8","Rock N Roll Armageddon",2018,"black metal"
"Shining","B07FSWS499","Vinyl","4","5","Animal",2018,"black metal"
"Death SS","B07FSWS4C4","Audio CD","22","4.7","Rock N Roll Armageddon",2018,"black metal"
"Anaal Nathrakh","B07FSX1356","Audio CD,MP3 Music,Vinyl","121","4.6","A New Kind of Horror",2018,"black metal"
"Helrunar","B07FT3737Q","Vinyl,MP3 Music","4","5","Vanitas Vanitatvm",2018,"black metal"
"Vreid","B07FT3CDCM","Audio CD,MP3 Music,Vinyl","45","4.6","Lifehunger",2018,"black metal"
"Shining","B07FT6DG35","Audio CD,MP3 Music","10","3.7","Animal",2018,"black metal"
"King Diamond","B07FT6DR4B","Vinyl,Audio CD","619","4.8","Songs For The Dead Live",2019,"black metal"
"Helrunar","B07FVFL6K3","Audio CD","10","4.7","Vanitas Vanitatvm",2018,"black metal"
"Luna 13","B07FY1FJHD","Audio CD,MP3 Music","1","5","G.O.A.T Witch",2018,"black metal"
"Sigh","B07G1THVNZ","Audio CD,MP3 Music,Vinyl","72","4.8","Heir To Despair",2018,"black metal"
"Wolves in the Throne Room","B07G1XX2FG","Vinyl,MP3 Music,Audio CD","55","4.6","Black Cascade",2018,"black metal"
"Tyrant","B07G1YPJZK","Vinyl,MP3 Music,Audio CD","14","4.7","King Of Kings",2018,"black metal"
"Behemoth","B07G1YVGDT","Vinyl,MP3 Music,Audio CD","806","4.8","I Loved You At Your Darkest",2018,"black metal"
"Tyrant","B07G1YVGZL","Audio CD,MP3 Music,Vinyl","25","4.7","Legions Of The Dead",2018,"black metal"
"Chthonic","B07G1YVH27","Audio CD","49","4.5","Battlefields Of Asura",2018,"black metal"
"Phish","B07G1YZB4F","Vinyl,MP3 Music,Audio CD","18","4.7","Too Late To Pray",2018,"black metal"
"Endstille","B07G21QKTQ","Audio CD","2","5","An Original Album Collection",2018,"black metal"
"Abruptum","B07G228TW6","Vinyl,Audio CD","1","5","De Profundis Mors Vas Cousumet",2018,"black metal"
"Destruction","B07G24NZGF","Audio CD","36","4.3","The Nuclear Blast Recordings",2019,"black metal"
"Cradle Of Filth","B07G2CJM7K","Vinyl,Audio CD","190","4.7","Darkly Darkly Venus Aversa",2018,"black metal"
"Wolves in the Throne Room","B07G2CTHWL","Vinyl,MP3 Music,Audio CD","87","4.4","Two Hunters",2018,"black metal"
"Wolves in the Throne Room","B07G2D7PZL","Vinyl,MP3 Music,Audio CD","54","4.4","Celestial Lineage",2018,"black metal"
"Behemoth","B07G2PK4KB","Audio CD","64","4.8","I Loved You At Your Darkest in O-Card",2018,"black metal"
"Aeternus","B07G2PK4RS","Audio CD,MP3 Music,Vinyl","6","4.4","Heathen",2018,"black metal"
"Behemoth","B07GB7Y6L7","Audio CD,MP3 Music,Vinyl","806","4.8","I Loved You At Your Darkest",2018,"black metal"
"Destruction","B07GJ74BJT","Vinyl,MP3 Music,Audio CD","63","4.8","Eternal Devastation",2018,"black metal"
"Borknagar","B07GRJLVX7","Vinyl,MP3 Music,Audio CD","15","4.6","Origin",2018,"black metal"
"Necrophobic","B07GRLHJ83","Vinyl","3","4.4","Call",2018,"black metal"
"Arcturus","B07GRLPQM3","Vinyl,MP3 Music,Audio CD","67","4.6","Sideshow Symphonies Ltd.",2018,"black metal"
"Melechesh","B07GRRCRSL","Vinyl,MP3 Music,Audio CD","39","4.8","The Epigenesis",2019,"black metal"
"Borknagar","B07GRVVZWQ","Vinyl,MP3 Music,Audio CD","30","4.6","Epic",2018,"black metal"
"Sodom","B07GVS4QYF","Audio CD,MP3 Music,Vinyl","127","4.7","Partisan",2018,"black metal"
"Alcest","B07GVXBKGJ","Vinyl,Audio CD","37","4.6","Shelter",2018,"black metal"
"Alcest","B07GVXHJST","Vinyl,MP3 Music,Audio CD","205","4.7","Les Voyages De L'bme",2018,"black metal"
"Sepultura","B07GVXL5C4","Vinyl","18","4.4","Above the Remains - Live '89",2018,"black metal"
"Witchfynde","B07GVZMKHG","Audio CD","1","5","ギブ・ゼム・ヘル 3",2018,"black metal"
"Forgotten Tomb","B07H657XHW","Audio CD,MP3 Music,Vinyl","24","4.7","Songs to Leave",2018,"black metal"
"Eisregen","B07H681QX6","Audio CD,MP3 Music,Vinyl","70","4.7","Fegefeuer",2018,"black metal"
"Mercyful Fate","B07HGQ4J4X","Vinyl,MP3 Music,Audio CD,Audio, Cassette","246","4.7","In The Shadows",2018,"black metal"
"ARCKANUM","B07HGR7NRT","Vinyl,MP3 Music,Audio CD","5","5","Den Forstfodde",2018,"black metal"
"Destruction","B07HN5DBMX","Audio CD,MP3 Music,Vinyl","20","4.7","Bestial Invasion of Hell",2020,"black metal"
"Graveworm","B07HN87XBZ","Audio CD","12","4.8","The Nuclear Blast Recordings",2019,"black metal"
"Immortal","B07HPY5SYH","Vinyl,MP3 Music,Audio CD","103","4.9","Damned In Black Ltd. Ed. splatter",2018,"black metal"
"Immortal","B07HPY6793","Vinyl,MP3 Music,Audio CD","213","4.8","At the Heart of Winter Ltd. Ed. splatter",2018,"black metal"
"Einherjer","B07HPYF1X9","Audio CD,Vinyl","14","4.9","Norrone Spor",2018,"black metal"
"Immortal","B07HPZSWQ8","Vinyl,Audio CD","6","5","Blizzard Beasts Ltd. Ed. splatter",2018,"black metal"
"Immortal","B07HPZSWQ9","Vinyl,MP3 Music,Audio CD","112","4.7","Diabolical Fullmoon Mysticism Ltd. Ed. splatter",2018,"black metal"
"Nachtmystium","B07HQ14BVG","Vinyl,MP3 Music,Audio CD","37","4.7","Assassins - Black Meddle Pt. I",2018,"black metal"
"Nachtmystium","B07HQ19WPJ","Audio CD,MP3 Music,Vinyl","8","4.5","Resilient",2018,"black metal"
"Immortal","B07HQ1CPP9","Vinyl,Audio CD","30","4.9","Pure Holocaust Ltd. Ed. splatter",2018,"black metal"
"Nifelheim","B07HSJW7HB","Vinyl,MP3 Music,Audio CD","22","4.5","Servants Of Darkness",2018,"black metal"
"Paysage D'Hiver","B07J33MNSN","Vinyl,MP3 Music,Audio CD","5","5","Die Festung",2018,"black metal"
"Tiamat","B07J34BL35","Vinyl,MP3 Music,Audio CD","13","4.2","Gaia",2018,"black metal"
"Mercyful Fate","B07J34Y56C","Vinyl,MP3 Music,Audio CD","163","4.8","Dead Again Pisture",2019,"black metal"
"Mayhem","B07J35G3TT","Vinyl,MP3 Music,Audio CD,Audio, Cassette","81","4.6","Ordo Ad Chao",2019,"black metal"
"Mayhem","B07J35G9YW","Audio CD,MP3 Music,Vinyl","119","4.4","Grand Declaration of War",2018,"black metal"
"Mayhem","B07J35QCWX","Vinyl,Audio CD","12","4.5","Chimera",2018,"black metal"
"Mercyful Fate","B07J35QDNR","Vinyl,MP3 Music,Audio CD,Audio, Cassette","208","4.7","9 Picture",2019,"black metal"
"Ved Buens Ende","B07J35TBD5","Audio CD,MP3 Music,Vinyl","27","4.4","Written In Waters",2018,"black metal"
"ULVER","B07J35TBJT","Vinyl,MP3 Music,Audio CD","53","4.6","Sic Transit Gloria Mundi",2019,"black metal"
"Goatwhore","B07J3B7F48","Vinyl,MP3 Music,Audio CD","52","4.6","A Haunting Curse",2019,"black metal"
"Dornenreich","B07J3BBYTG","Vinyl","1","5","Schwellenklange",2018,"black metal"
"Mercyful Fate","B07J3KHVRH","Vinyl,MP3 Music,Audio CD","229","4.8","Time",2018,"black metal"
"Nightfall","B07JJY4Z9B","Vinyl,MP3 Music,Audio CD","1","5","Astron Black & The Thirty Tyrants",2019,"black metal"
"Gorgoroth","B07JJY4ZCV","Audio CD,Vinyl","21","4.4","Destroyer",2019,"black metal"
"Mercyful Fate","B07JVF7RF6","Vinyl,MP3 Music,Audio CD","161","4.8","Into The Unknown Picture",2019,"black metal"
"Tiamat","B07JVF7RJF","Vinyl,MP3 Music,Audio CD","5","4.8","Sleeping Beauty live In Israel",2018,"black metal"
"Revenge","B07JVF89QM","Audio CD,MP3 Music,Vinyl","10","5","Deceiver.Diseased.Miasmic",2018,"black metal"
"Venom","B07JW8R2RM","Audio CD,MP3 Music,Vinyl","181","4.6","Storm the Gates",2018,"black metal"
"Manegarm","B07JYQN799","Vinyl,MP3 Music,Audio CD","14","4.8","Dodsfard",2018,"black metal"
"Manegarm","B07JYQN79B","Vinyl,MP3 Music,Audio CD","15","4.8","Havets Vargar",2018,"black metal"
"Månegarm","B07JYQTHQC","Vinyl,Audio CD","5","4.3","Urminnes Havd - The Forest Sessions",2019,"black metal"
"Behemoth","B07JYQTLYT","Audio CD,MP3 Music","39","4.2","Abyssus Abyssum Invocat",2019,"black metal"
"Månegarm","B07K138X5L","Vinyl,Audio CD","4","5","Vredens Tid",2019,"black metal"
"Manegarm","B07K147LGC","Vinyl,MP3 Music,Audio CD","23","4.8","Nattvasen",2019,"black metal"
"Dark Funeral","B07K14BMN5","Audio CD,MP3 Music,Vinyl","130","4.7","The Secrets Of The Black Arts Bonus",2018,"black metal"
"Manegarm","B07K17L29N","Vinyl,MP3 Music,Audio CD","35","4.8","Vargstenen",2019,"black metal"
"Manegarm","B07K17N3T4","Vinyl,MP3 Music,Audio CD","20","4.6","Nordstjarnans Tidsalder",2018,"black metal"
"Mutiilation","B07KBT58JS","Audio CD,MP3 Music","7","4.5","The Lost Tapes",2019,"black metal"
"Taake","B07KCFYDSJ","Vinyl","15","4.9","7 Fjell",2019,"black metal"
"Behemoth","B07KH8D626","Vinyl","9","4.8","God = Dog",2019,"black metal"
"Drottnar","B07KLCVZ36","Audio CD,MP3 Music","7","4.8","Monolith",2019,"black metal"
"Azaghal","B07KLFJD3J","Audio CD,MP3 Music,Vinyl","12","4.7","Valo Pohjoisesta",2019,"black metal"
"Marduk","B07KLFLYV1","Vinyl","22","4.7","Warschau",2018,"black metal"
"Hecate Enthroned","B07KLFLZ6M","Audio CD,MP3 Music,Vinyl","28","4.7","Embrace of the Godless Aeon",2019,"black metal"
"FLEURETY","B07KLR5FZT","Audio CD,MP3 Music,Vinyl","24","4.6","Min Tid Skal Komme",2019,"black metal"
"Nailed to Obscurity","B07KLS28HW","Audio CD,MP3 Music,Audio CD,Vinyl","11","3.9","Opaque",2019,"black metal"
"Death SS","B07KZ35PBH","Audio CD","4","5","Madness Of Love",2018,"black metal"
"Alcest","B07KZ4MPG7","Vinyl,MP3 Music,Audio CD","76","4.6","Shelter",2019,"black metal"
"VALHALL","B07KZ4MW14","Audio CD,MP3 Music","2","4","Grim/more",2019,"black metal"
"Dhg(dodheimsgard)","B07KZ99575","Audio CD,Vinyl","33","4.5","Kronet Til Konge",2019,"black metal"
"Dimmu Borgir","B07KZGKXL6","Vinyl,MP3 Music,Audio CD,Audio, Cassette","55","4.6","Godless Savage Garden",2019,"black metal"
"Stormlord","B07KZHVJPM","Audio CD,MP3 Music","8","4.9","Gorgon Cult re-release",2019,"black metal"
"Venom","B07KZKCGF9","Vinyl","16","4.8","Live From Hammersmith Odeon",2019,"black metal"
"Abruptum","B07KZT595J","Audio CD,Vinyl","6","4.4","Vi Sonus Veris Nigrae Malitiaes",2019,"black metal"
"STORMLORD","B07LBLVP3Y","Audio CD,MP3 Music","2","5","At The Gates Of Utopia re-release",2019,"black metal"
"Moonspell","B07M5XDTBF","Vinyl,Audio CD","6","4.8","Lusitanian Metal",2019,"black metal"
"Rotting Christ","B07M5XDTBG","Vinyl,Audio CD","8","5","Thanatiphoro Anthologio",2019,"black metal"
"Enslaved","B07M6S8JHJ","Vinyl,Audio, Cassette","9","4.8","RIITIIR",2019,"black metal"
"Destruction","B07M791X64","Vinyl,MP3 Music,Audio CD","96","4.7","Under Attack",2019,"black metal"
"Samael","B07M9PN76Q","Vinyl","4","5","Era One/Lessons In Magic #1",2019,"black metal"
"Mayhem","B07MCW514D","Audio CD,MP3 Music,Vinyl","55","4.6","Live In Sarpsborg",2019,"black metal"
"Limbonic Art","B07MCW5FD2","Audio CD","12","4.6","Ultimate Death Worship",2019,"black metal"
"Limbonic Art","B07MCW5FD3","Audio CD,Vinyl","17","4.7","In Abhorrence Demntia",2019,"black metal"
"Limbonic Art","B07MCXWJD3","Audio CD","17","4.3","Moon In The Scorpio",2019,"black metal"
"Limbonic Art","B07MK45DQS","Audio CD","2","5","1996-2002",2019,"black metal"
"Limbonic Art","B07MMP4BP3","Audio CD","9","4","Ad Noctum: Dynasty Of Death",2019,"black metal"
"Rotting Christ","B07MQXZHJ1","Audio CD,MP3 Music,Vinyl","108","4.8","Thy Mighty Contract",2019,"black metal"
"Skeletonwitch","B07N3RL8N1","Vinyl,MP3 Music,Audio CD","40","4.7","Breathing The Fire",2019,"black metal"
"Skeletonwitch","B07N3S5WPH","Vinyl,MP3 Music,Audio CD","87","4.8","Serpents Unleashed",2019,"black metal"
"Månegarm","B07N3VYTKL","Audio CD,MP3 Music,Vinyl","72","4.7","Fornaldarsagor",2022,"black metal"
"Satyricon","B07N8SKYLV","Audio CD,MP3 Music","133","4.7","Nemesis Divina",2022,"black metal"
"Skeletonwitch","B07N8SY6NR","Vinyl","6","5","Forever Abomination",2019,"black metal"
"Phantom","B07NBC89HX","Audio CD,MP3 Music","1","5","Withdrawal",2018,"black metal"
"Samael","B07NBPSGFF","Audio CD,MP3 Music,Vinyl","17","4.9","Lux Mundi 2011",2022,"black metal"
"Samael","B07NBPY58C","Audio CD,Vinyl","49","4.6","Solar Soul 2007",2022,"black metal"
"Emperor","B07NHHSC7M","Vinyl,MP3 Music,Audio CD","166","4.8","In The Nightside Eclipse Picture",2019,"black metal"
"NECRODEATH","B07NHP5S66","Audio CD,MP3 Music","8","4.3","Defragments Of Insanity",2019,"black metal"
"DRUDKH","B07NHPMMS4","Audio CD,MP3 Music,Audio, Cassette","30","4.8","Few Lines in Archaic Ukrainian",2019,"black metal"
"Armagedda","B07NHQ1GZ9","Vinyl,Audio CD","13","4.8","Final War Approaching",2019,"black metal"
"ARCKANUM","B07NKWL9C6","Audio CD","5","5","Forsta Trulen",2019,"black metal"
"Necromancer","B07NLD18CX","Audio CD,MP3 Music","1","5","Necromancer",1999,"black metal"
"Paysage D'Hiver","B07NN37WKK","Vinyl,MP3 Music,Audio CD","5","5","Kerker",2019,"black metal"
"Paysage D'Hiver","B07NN3Y3NJ","Vinyl,MP3 Music,Audio CD","8","4.8","Kristall & Isa",2019,"black metal"
"Helheim","B07NN6DTJT","Audio CD,MP3 Music,Vinyl","8","4.7","Rignir",2019,"black metal"
"Finntroll","B07NNM25WG","Vinyl,MP3 Music,Audio CD","30","4.8","Midnattens Widunder",2019,"black metal"
"Profanatica","B07NNM9F4G","Vinyl,MP3 Music,Audio CD","7","4.8","Disgusting Blasphemies Against God",2019,"black metal"
"Incantation","B07NR8BQRW","Vinyl,MP3 Music,Audio CD","52","4.8","Upon the Throne of Apocalypse",2019,"black metal"
"Celtic Frost","B07NR8BRZY","Audio CD,MP3 Music","131","4.7","Innocence and Wrath",2019,"black metal"
"Satyricon","B07NR8Q6G9","Audio CD,MP3 Music,Vinyl","160","4.6","Deep Calleth Upon Deep",2019,"black metal"
"Celtic Frost","B07NR8Q6P1","Audio CD,MP3 Music,Vinyl","162","4.6","Vanity / Nemesis",2019,"black metal"
"Opera IX","B07NR8Q956","Vinyl,MP3 Music,Audio CD","4","4.5","Gospel",2019,"black metal"
"Mayhem","B07NR8Q9SJ","Audio CD,MP3 Music,Vinyl","46","4.6","Live In Jessheim",2019,"black metal"
"Azaghal","B07NRF19B3","Audio CD,MP3 Music","9","4.8","Of Beasts And Vultures",2019,"black metal"
"Armagedda","B07NRFC6NR","Vinyl,MP3 Music,Audio CD","14","4.7","Ond Spiritism",2019,"black metal"
"Celtic Frost","B07NRFKWT8","Audio CD,Vinyl","159","4.8","To Mega Therion",2019,"black metal"
"Celtic Frost","B07NRH6NTN","Audio CD,MP3 Music,Vinyl,Audio, Cassette","226","4.7","Into the Pandemonium",2019,"black metal"
"Sodom","B07NRHGJJL","Audio CD,Vinyl","85","4.8","Til Death Do Us Unite",2019,"black metal"
"Behemoth","B07NRHKCSL","Audio CD,MP3 Music,Vinyl","76","4.8","Messe Noire",2018,"black metal"
"Paysage d'Hiver","B07NRHS5SK","Vinyl,MP3 Music,Audio CD","11","4.4","Steineiche",2019,"black metal"
"Samael","B07NRHS6KC","Vinyl,MP3 Music,Audio CD","28","4.7","Worship Him Ltd. Ed. Gold",2019,"black metal"
"Cradle Of Filth","B07NZV25ZS","Audio CD,Vinyl","36","4.7","Live at Dynamo Open Air 1997",2022,"black metal"
"Sunn O)))","B07P61PR9Y","Audio CD,MP3 Music,Vinyl","123","4.7","Life Metal",2019,"black metal"
"Barathrum","B07P841BM9","Vinyl,MP3 Music,Audio CD","3","5","Legions Of Perkele",2019,"black metal"
"Belphegor","B07PBD7RFJ","Vinyl,MP3 Music,Audio CD","117","4.8","Lucifer Incestus [VINYL]",2019,"black metal"
"Witchery","B07PBD8QN3","Audio CD,MP3 Music,Vinyl","49","4.6","I Am Legion",2019,"black metal"
"Nocturnal Breed","B07PDL8P3L","Vinyl,MP3 Music,Audio CD","8","4.3","Fields of Rot",2019,"black metal"
"Bethlehem","B07PFS753S","Audio CD,MP3 Music,Vinyl","47","4.8","Lebe Dich leer",2019,"black metal"
"KAMPFAR","B07PFS7572","Audio CD,MP3 Music,Vinyl,Audio, Cassette","46","4.7","Ofidians Manifest",2019,"black metal"
"Cradle Of Filth","B07PKC8F83","Audio CD","5","3.6","Cruelty & The Beast Remixed & Remastered",2019,"black metal"
"Bethlehem","B07PL9TSZS","Audio CD,MP3 Music,Vinyl","47","4.8","Lebe Dich leer",2019,"black metal"
"Dark Funeral","B07PL9TT2W","Audio CD","46","4.7","25 Years Of Satanic Symphonies Ltd. Deluxe poster flag",2019,"black metal"
"Armagedda","B07PRZJ3QY","Audio CD,MP3 Music","2","5","Echoes In Eternity",2019,"black metal"
"STORMLORD","B07PRZL4M3","Vinyl,MP3 Music,Audio CD","17","5","Far",2019,"black metal"
"Cradle Of Filth","B07PY7XTYW","Audio CD,MP3 Music","9","4.4","Evermore Darkly",2019,"black metal"
"Dam","B07PYJ3Y73","Audio CD,MP3 Music,Vinyl","10","5","BEN HAANA WA MAANA",2019,"black metal"
"Enthroned","B07PZN4B14","Audio CD,MP3 Music,Vinyl,Audio, Cassette","22","4.6","Cold Black Suns",2019,"black metal"
"Svartsyn","B07PZX92M4","Vinyl,MP3 Music,Audio CD","1","5","Wrath Upon the Earth",2019,"black metal"
"Sepultura","B07PZX92Y9","Vinyl,Audio CD","26","4.2","Metal Veins - Alive at Rock in Rio",2020,"black metal"
"Venom","B07Q5CQFLL","Vinyl,MP3 Music,Audio CD","480","4.8","In Nomine Satanas",2019,"black metal"
"Hate","B07Q6HPGKH","Audio CD,MP3 Music,Vinyl","71","4.8","Auric Gates of Veles",2019,"black metal"
"1349","B07Q8Q6PBM","Vinyl,MP3 Music","4","4.7","Dødskamp",2019,"black metal"
"HANDFUL OF HATE","B07Q9F8ZLX","Audio CD,MP3 Music,Vinyl","1","4","Adversus",2019,"black metal"
"REVENGE","B07QB1JWTR","Vinyl","1","5","Four Song Ep",2019,"black metal"
"Drudkh","B07QKZC4S3","Vinyl,MP3 Music,Audio CD","53","4.7","Autumn Aurora Ltd. Ed. clear",2019,"black metal"
"Emperor","B07QLSJBFC","Vinyl","52","4.6","Reverence Blue",2019,"black metal"
"Drudkh","B07QLZMVWG","Vinyl,MP3 Music,Audio CD","49","4.7","Blood In Our Wells Ltd. Ed. Clear",2019,"black metal"
"Sarcofago","B07QMB57LZ","Audio, Cassette,MP3 Music,Vinyl","4","5","Crust",2019,"black metal"
"1349","B07QN8PDMJ","Vinyl,MP3 Music,Audio CD","73","4.7","Massive Cauldron of Chaos Ltd. Green",2019,"black metal"
"Dark Funeral","B07QPB234H","Vinyl,Audio CD","6","3.2","Teach Children To Worship Satan",2019,"black metal"
"Sarcofago","B07QXZY1S7","Vinyl,MP3 Music,Audio, Cassette","4","5","Crust",2019,"black metal"
"Darkthrone","B07QZ9ZM62","Audio CD,MP3 Music,Vinyl","91","4.8","Ravishing Grimness",2019,"black metal"
"Ophthalamia","B07R3PXCTJ","Vinyl,MP3 Music,Audio CD","5","4.8","II Elishia II",2019,"black metal"
"Solstafir","B07R6YL846","Vinyl,MP3 Music,Audio CD","138","4.8","Svartir Sandar Ltd. Crystal Clear",2019,"black metal"
"Immortal","B07R7BN63W","Vinyl,MP3 Music,Audio CD,Audio, Cassette","419","4.8","Northern Chaos Gods",2018,"black metal"
"DEATHSPELL OMEGA","B07RF4G5RG","Vinyl,MP3 Music,Audio CD","53","4.5","Furnaces Of Palingenesia",2019,"black metal"
"Moonsorrow","B07RN37YXS","Vinyl,MP3 Music,Audio CD","10","4.6","Saatana",2019,"black metal"
"Barathrum","B07RR74RQM","Vinyl,MP3 Music,Audio CD","4","4.7","Okkult",2019,"black metal"
"Ulver","B07RVHF9QC","Audio CD","82","4.8","Trolsk Sortmetall 1993-1997 2019 Ltd.",2019,"black metal"
"Finntroll","B07RVHGBGV","Vinyl,MP3 Music,Audio CD","17","4.7","Trollhammaren",2019,"black metal"
"Drudkh","B07RX2JXLG","Vinyl,MP3 Music,Audio CD","15","4.6","DRUDKH - Eternal Turn Of The Wheel Ltd. Gold",2019,"black metal"
"GRAVELAND","B07S15W7WV","Audio CD,MP3 Music,Vinyl","16","5","Thousand Swords",2019,"black metal"
"Samael","B07S28Y8R5","Audio CD,MP3 Music,Vinyl","70","4.5","Hegemony",2019,"black metal"
"Mayhem","B07S28YBJD","Audio CD,MP3 Music,Vinyl,Audio, Cassette","71","4.8","Wolf's Lair Abyss",2019,"black metal"
"Drudkh","B07S3D925S","Vinyl,MP3 Music,Audio CD","13","4.7","DRUDKH - Handful of Stars Ltd. Gold",2019,"black metal"
"NOCTURNAL BREED","B07S3D93C4","Audio CD,MP3 Music","12","3.8","We Only Came For The Violence",2019,"black metal"
"Drudkh","B07S3DBD54","Vinyl,MP3 Music,Audio CD","27","4.7","Forgotten Legends Ltd. transparent",2019,"black metal"
"Katatonia","B07S7776NM","Vinyl,MP3 Music,Audio CD","108","4.7","Discouraged Ones",2019,"black metal"
"Ulver","B07S7FYQC2","Vinyl,Audio CD","40","4.9","Nattens Madrigal - Aatte Hymne Til Ulven I Manden 2019",2019,"black metal"
"Rotting Christ","B07SBCM4MD","Audio CD,MP3 Music,Vinyl","68","4.7","Non Serviam",2019,"black metal"
