artist,asin,media,review_count,star_rating,title,year
Lynch Mob,B000002HAW,"Audio CD,MP3 Music,Audio, Cassette",131,4.7,Lynch Mob,1992
Bury Tomorrow,B017MZ34S0,"Audio CD,MP3 Music,Vinyl",132,4.7,Earthbound,2016
Saga,B07CF6WRS8,"Vinyl,MP3 Music,Audio CD",132,4.7,Live in Hamburg,2018
We Came As Romans,B00KIPBVCS,"Audio CD,MP3 Music",132,4.7,Tracing Back Roots,2014
Gemini Syndrome,B09B2FW25B,"Audio CD,MP3 Music,Vinyl",130,4.7,3rd Degree - The Raising,2021
Blind Guardian,B0758N6Z2N,"Audio CD,MP3 Music,Vinyl",131,4.7,Follow The Blind,2017
Celtic Frost,B07NR8BRZY,"Audio CD,MP3 Music",131,4.7,Innocence and Wrath,2019
Salty Dog,B01LWXZ6KS,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",130,4.7,Every Dog Has Its Day,2016
Sugar Ray,B000002J49,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",130,4.7,Lemonade & Brownies,1995
Billy Idol,B000005RQR,"Audio CD,Vinyl",131,4.7,Idol Songs: 11 Of The Best,1998
Funeral for a Friend,B0002IQ9T6,"Audio CD,MP3 Music",130,4.7,Casually Dressed & Deep in Conversation,2004
Powerwolf,B000P1KSOW,"Audio CD,MP3 Music,Vinyl",131,4.7,Lupus Dei,2009
Darkthrone,B0BD98S842,"Vinyl,Audio CD",129,4.7,Astral Fortress,2022
Memoriam,B01N4HAIUU,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",130,4.7,For The Fallen,2017
Faster Pussycat,B09YPXW8VZ,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",130,4.7,"Whipped! MILKY CLEAR ""WHIPPED CREAM""",2022
Dark Funeral,B07K14BMN5,"Audio CD,MP3 Music,Vinyl",130,4.7,The Secrets Of The Black Arts Bonus,2018
Slade,B000NY1EJO,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",130,4.7,Till Deaf Do Us Part,2007
Fit For A King,B01K4VKK1S,"Audio CD,MP3 Music",129,4.7,Deathgrip,2016
Incubus,B000067IX3,"DVD,VHS Tape",129,4.7,Incubus - The Morning View Sessions,
Collective Soul,B000CS441Q,"Audio CD,MP3 Music",129,4.7,Home,2006
Kadavar,B074BR7QLP,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",129,4.7,Rough Times,2017
King's X,B00000DBZH,"Audio CD,MP3 Music,Vinyl",130,4.7,Tape Head,1998
Death Angel,B018935XFG,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",129,4.7,Frolic Through The Park,2016
Murderdolls,B003GE69KC,"Audio CD,MP3 Music",129,4.7,Women and Children Last,2010
The Ferrymen,B06Y1BF9M7,"Audio CD,MP3 Music,Vinyl",129,4.7,The Ferrymen,2017
Thunder,B000024ZZ0,"Audio CD,Audio CD",129,4.7,Laughing on Judgement Day,2008
Soilwork,B0BSTNM26Q,"Vinyl,MP3 Music,Audio CD",128,4.7,Natural Born Chaos - White,2023
Obscura,B018A1MUEO,"Audio CD,MP3 Music,Vinyl",129,4.7,Akróasis,2016
Fleshgod Apocalypse,B01952RYDE,"Audio CD,Vinyl,Audio, Cassette",128,4.7,King,2016
Y&T,B000000OZI,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",128,4.7,Ten,1997
Pantera,B003HN7BYA,"Audio CD,MP3 Music,Vinyl",128,4.7,Cowboys From Hell,2010
Shotgun Messiah,B000003BVT,"Audio CD,MP3 Music,Audio, Cassette",129,4.7,Second Coming,1991
Agalloch,B000GIW9H8,"Audio CD,MP3 Music,Vinyl",128,4.7,Ashes Against the Grain,2006
Goat,B008MM7BDM,"Vinyl,MP3 Music,Audio CD",128,4.7,World Music,2012
Slayer,B07XLQ1482,"Vinyl,MP3 Music",129,4.7,"The Repentless Killogy Live At the Forum in Inglewood, CA black in",2019
The Head Cat,B01CN5AFTA,"Vinyl,MP3 Music,Audio CD",128,4.7,Fool's Paradise,2016
Various Artists,B00027JZ20,Audio CD,128,4.7,Spider-Man 2 - Music From And Inspired By,2004
Moxy,B00000IXXZ,"Audio CD,MP3 Music,Vinyl",128,4.7,Moxy,1998
Praying Mantis,B006UJJ91Q,"Audio CD,MP3 Music,Vinyl",128,4.7,Time Tells No Lies,2012
Emmure,B01MR2YPMX,"Audio CD,MP3 Music,Vinyl",127,4.7,Look At Yourself,2017
Cradle Of Filth,B0083TS8I6,"Audio CD,MP3 Music",128,4.7,Lovecraft & Witch Hearts,2012
Blackfoot,B00DQQLS6A,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",127,4.7,Blackfoot Tomcattin,2013
Widespread Panic,B000003CKW,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",128,4.7,Everyday,1993
Sodom,B07GVS4QYF,"Audio CD,MP3 Music,Vinyl",127,4.7,Partisan,2018
TesseracT,B004LE10HI,"Audio CD,Vinyl",127,4.7,One: Limited,2011
Carnivore,B0BHX391Q7,"Vinyl,MP3 Music,Audio CD",126,4.7,Carnivore - Neon Yellow,2023
Temperance,B07ZLKHQDB,"Audio CD,Vinyl",127,4.7,Viridian,2022
Devin Townsend,B004Z5BYD8,Audio CD,127,4.7,Deconstruction,2011
Opeth,B08GLJ3C9Y,"Vinyl,MP3 Music,Audio CD",126,4.7,Roundhouse Tapes,2022
Nightwish,B014H10MEQ,Audio CD,127,4.7,Endless Forms Most Beautiful,2015
Meshuggah,B001ANU9R0,Audio CD,127,4.7,Destroy Erase Improve RELOADED,2012
Dirkschneider & the Old Gang,B093WMPG3Y,"Audio CD,MP3 Music,Vinyl",126,4.7,Arising,2021
Prong,B017USHQR4,"Audio CD,MP3 Music,Vinyl",126,4.7,X - No Absolutes,2016
Bonfire,B08PJM3878,"Audio CD,MP3 Music,Vinyl",127,4.7,Roots,2021
Kerry Livgren,B000005NN0,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",127,4.7,Seeds of Change,1996
Annisokay,B07DKWJX5B,"Audio CD,MP3 Music,Vinyl",126,4.7,Arms,2018
Metallica,B00004U901,"Audio CD,MP3 Music",127,4.7,I Disappear,2000
Outlaws,B00005LN6W,"Audio CD,MP3 Music,Vinyl",127,4.7,Lady In Waiting,2001
Trivium,B01LTHLWX6,"Vinyl,MP3 Music,Audio CD",126,4.7,Ember To Inferno Ab Initio,2016
Gregg Allman,B000002B5C,"Audio CD,MP3 Music,Audio, Cassette",125,4.7,Searching For Simplicity,1997
Great White,B00UI9CG8W,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",126,4.7,Shot in the Dark SHM,2015
CKY,B00005LNG6,Audio CD,125,4.7,"cKy, Vol. 1",2001
Joe Cocker,B075RGK6FL,"Vinyl,MP3 Music,Audio CD",126,4.7,Long Way Back To The Moon,2017
Lords of Black,B079VSH31K,"Audio CD,MP3 Music,Vinyl",126,4.7,Icons Of The New Days,2018
"RIIS,BJORN",B00NG4B5QU,"Audio CD,MP3 Music,Vinyl",125,4.7,Lullabies in a Car Crash,2014
Beyond Creation,B06X9X1MHY,"Vinyl,MP3 Music,Audio CD",125,4.7,Earthborn Yellow,2017
Nonpoint,B00004YX2Q,"Audio CD,MP3 Music",124,4.7,Statement,2000
Budgie,B000I5YBIO,"Audio CD,Vinyl",124,4.7,If I Were Brittania I'd Waive the Rules,2006
The Haunted,B072MSLWJK,"Audio CD,MP3 Music,Vinyl",125,4.7,Strength In Numbers,2017
Coal Chamber,B00000K07G,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",124,4.7,Chamber Music,1999
Harem Scarem,B06XFZG435,"Audio CD,MP3 Music,Vinyl",124,4.7,United,2017
Grand Magus,B01BV8TDG6,"Audio CD,MP3 Music,Vinyl",124,4.7,Sword Songs,2016
J. Geils Band,B0000032Y6,"Audio CD,Vinyl,Audio, Cassette",43,4.8,The J. Geils Band Anthology: Houseparty,1993
August Burns Red,B08VYMSPP2,"Vinyl,MP3 Music",43,4.8,Guardians Sessions EP White Smoke,2021
The Who,B000008MA6,"Audio CD,Vinyl,Audio, Cassette",43,4.8,Who's Better Who's Best,1993
Ahab,B00OU8603E,"Audio CD,MP3 Music",43,4.8,The Giant,2022
DARK FORTRESS,B075HBSH1V,"Audio CD,MP3 Music,Vinyl",43,4.8,Tales From Eternal Dusk,2017
Blut Aus Nord,B085HLYTD7,"Vinyl,MP3 Music,Audio CD",43,4.8,The Work Which Transforms God Half Ultra Clear/Half Black,2020
Cilver,B0197DPI9I,"Audio CD,MP3 Music",43,4.8,NOT THE END OF THE WORLD,2016
The Black Moods,B01JNP1BFU,"Audio CD,MP3 Music",43,4.8,Medicine,2016
Griffin,B089M1D988,"Vinyl,Audio CD",43,4.8,Flight Of The Griffin,2021
Suicide Silence,B00HFUQLY2,Audio CD,43,4.8,Ending is the Beginning -The Mitch Lucker Memorial Show,2014
Shining,B000OMD2TU,"Audio CD,MP3 Music",43,4.8,V - Halmstad Niklas angående Niklas,2017
Ellende,B09V2HPLMV,"Vinyl,MP3 Music,Audio CD",43,4.8,Lebensnehmer,2022
Waste Of Space Orchestra,B07N47JXM4,"Audio CD,MP3 Music,Vinyl",43,4.8,Syntheosis,2019
Lynyrd Skynyrd,B000051Y21,"Audio CD,MP3 Music",43,4.8,Skynyrd Collectybles,2000
Glass Harp,B000BFH2SW,"Audio CD,Vinyl",43,4.8,Glass Harp,2005
Heidevolk,B07792KT28,"Audio CD,Vinyl",43,4.8,Vuur van Verzet,2022
Sulphur Aeon,B012BTVSMG,"Audio CD,MP3 Music,Vinyl",43,4.8,Swallowed By the Ocean's Tide,2015
Rods,B00C78K5NA,"Vinyl,MP3 Music,Audio CD",43,4.8,The Rods,2015
Doro,B00006C2CG,"Audio CD,MP3 Music,Vinyl",43,4.8,Fight,2002
ROADMASTER,B00751JXSM,"Audio CD,Vinyl",26,4.9,Fortress,2012
Plasmatics,B000063T48,"Audio CD,MP3 Music,Vinyl",26,4.9,Coup de Grace,2002
Cathedral,B09NGY342B,"Audio CD,MP3 Music",26,4.9,Caravan Beyond Redemption,2022
Haven,B0093AMPW4,Audio CD,26,4.9,Your Dying Day Retroarchives Edition,2012
Oranssi Pazuzu,B09H4W6XSB,"Vinyl,MP3 Music,Audio CD",26,4.9,Live at Roadburn 2017,2021
Blood Incantation,B096LPT1Y7,Vinyl,26,4.9,Starspawn 2021 Black Poster,2021
Armored Saint,B008JEJS70,"Vinyl,MP3 Music",26,4.9,Armored Saint,2012
Wargasm,B000UIIKKE,"Vinyl,MP3 Music,Audio CD",26,4.9,why play around?,
Fu Manchu,B0000942KB,"Audio CD,MP3 Music,Vinyl",26,4.9,Go for It Live,2003
Lacrimosa,B000025T23,"Audio CD,MP3 Music",26,4.9,Inferno,2013
Debauchery,B00TMS9Z8E,"Audio CD,MP3 Music,Vinyl",26,4.9,F**K Humanity,2015
Rebellion,B000ICLTTQ,"Audio CD,MP3 Music,Audio CD",26,4.9,Sagas of Iceland,2006
Guns 'N Roses,B000065345,Audio CD,26,4.9,Live EP,
Accused,B000008CON,"Audio CD,Vinyl",26,4.9,More Fun Than Open Casket Funeral,1991
IN HEARTS WAKE,B01MRTA8FE,"Vinyl,MP3 Music,Audio CD",26,4.9,Skydancer Clear,2016
The Vision Bleak,B01DELKNQ2,"Audio CD,MP3 Music,Vinyl",26,4.9,Unknown,2016
BETZEFER,B00ENGX94G,"Vinyl,MP3 Music,Audio CD",26,4.9,Devil Went Down to the Holy Land,2013
Wisdom in Chains,B000SFJW1A,"Audio CD,MP3 Music,Vinyl",26,4.9,Die Young,2007
Megadeth,B09GT78CK6,"Audio CD,Vinyl",123,4.7,One Night In Buenos Aires,2021
Sacramentum,B0851LLVKS,"Vinyl,Audio CD",123,4.7,Far Away From The Sun,2020
CKY,B0009PLM4O,"Audio CD,MP3 Music",123,4.7,Answer Can Be Found,2005
Monster Magnet,B000050J5U,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",123,4.7,God Says No,2000
H.E.A.T.,B07RF4GHQJ,"Audio CD,MP3 Music",123,4.7,LIVE AT SWEDEN ROCK FESTIVAL,
Sodom,B00005QJR2,"Audio CD,MP3 Music,Vinyl",123,4.7,M 16,2010
Grim Reaper,B00004XSLR,"Audio CD,Vinyl",123,4.7,See You in Hell,2000
Trouble,B002ID09A8,"Audio CD,MP3 Music,Vinyl",123,4.7,Simple Mind Condition,2009
Satyricon,B075G4TXVB,"Audio CD,MP3 Music,Vinyl,Audio DVD",124,4.7,Live At The Opera Bonus,2015
Survivor,B003FCKHHQ,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",124,4.7,Caught in the Game,2009
Caligula's Horse,B014XAWZDW,"Audio CD,MP3 Music,Vinyl",124,4.7,Bloom,2015
Sunn O))),B07P61PR9Y,"Audio CD,MP3 Music,Vinyl",123,4.7,Life Metal,2019
Storm,B000008L6N,"Audio CD,Vinyl,Audio, Cassette",123,4.7,The Storm,1991
Chimaira,B09WRVC3B4,"Vinyl,MP3 Music,Audio CD",122,4.7,Pass Out Of Existence 20th Anniversary,2022
Nevermore,B09TRMJD3T,"Audio CD,MP3 Music",123,4.7,Dreaming Neon Black,2022
Godz,B003M2RD08,"Audio CD,Vinyl",122,4.7,Godz,2011
Trouble,B0B1VHS3S7,"Vinyl,MP3 Music,Audio CD",123,4.7,Plastic Green Head,2022
Glassjaw,B0776222GC,"Audio CD,MP3 Music,Vinyl",122,4.7,Material Control,2017
The Rolling Stones,B000003BEA,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",123,4.7,Aftermath,1987
Rhapsody,B0002I7422,"Audio CD,MP3 Music,Vinyl",122,4.7,Symphony of Enchanted Lands 2: The Dark Secret,2004
Iced Earth,B07NRTDS6Q,"Audio CD,MP3 Music,Vinyl",122,4.7,Enter The Realm - EP,2019
Undeath,B09QT24FDW,"Vinyl,MP3 Music,Audio CD",122,4.7,It's Time...To Rise From the Grave,2022
Over Kill,B0007N19MS,Audio CD,121,4.7,Fuck You And Then Some / Fell The Fire,2005
Jerry Goldsmith,B000001P1Y,"Audio CD,MP3 Music,Audio, Cassette",122,4.7,Star Trek: First Contact Original Soundtrack,1996
John Zorn,B000005J08,"Audio CD,Vinyl",122,4.7,Naked City,1992
Rasmus,B000B7Q8DK,"Audio CD,MP3 Music",121,4.7,Hide From The Sun,2022
Lynyrd Skynyrd,B000002PIJ,"Audio CD,MP3 Music,Vinyl",122,4.7,Skynyrd's Innyrds: Greatest Hits,2002
Obituary,B07KLFLYXX,"Audio CD,MP3 Music,Vinyl",121,4.7,World Demise,2019
Isis (Rock),B0002Z83KC,"Audio CD,MP3 Music,Vinyl",121,4.7,Panopticon,2004
Adelitas Way,B002BNTO92,"Audio CD,MP3 Music",122,4.7,Adelitas Way,2009
Whitesnake,B000ENWKNI,Audio CD,121,4.7,Whitesnake Gold,2006
Europe,B0001MLIOE,Audio CD,121,4.7,Rock The Night - The Very Best Of Eu Rope,2011
Warhorse,B00000JAA0,"Audio CD,Vinyl",121,4.7,Warhorse,1999
Insomnium,B099C3GJMW,"Vinyl,Audio CD",121,4.7,Argent Moon - EP black,2021
Opeth,B01IR89228,"Audio CD,Vinyl",121,4.7,Sorceress,2016
Anvil,B081KQ4PYN,"Audio CD,MP3 Music,Vinyl",121,4.7,Legal At Last,2020
Paul Rodgers,B0000073DY,"Audio CD,Vinyl",120,4.7,Muddy Water Blues,2000
Judas Priest,B002ASVRCA,"Audio CD,MP3 Music",121,4.7,Touch of Evil: Live,2009
Joan Jett & The Blackhearts,B000FKP40G,"Audio CD,MP3 Music,Vinyl",121,4.7,Sinner,2006
Eyehategod,B00JDB4DV4,"Audio CD,MP3 Music,Vinyl",120,4.7,Eyehategod,2014
Funkadelic,B000006LME,"Audio CD,Vinyl,Audio, Cassette",120,4.7,Hardcore Jollies,1993
Wovenwar,B00LH7UISY,"Vinyl,MP3 Music,Audio CD",121,4.7,Wovenwar,2014
Chelsea Grin,B00KE3B9S0,"Audio CD,MP3 Music,Vinyl",119,4.7,Ashes to Ashes,2014
Tygers of Pan Tang,B07FT6JMLT,"Audio CD,Vinyl",120,4.7,Wild Cat,2018
Local H,B000001E97,"Audio CD,MP3 Music,Vinyl",119,4.7,As Good As Dead,1996
Theatre of Tragedy,B00CY097Y4,"Audio CD,MP3 Music,Vinyl",120,4.7,VELVET DARKNESS THEY FEAR,2013
Senses Fail,B000HIP3XO,"Audio CD,MP3 Music,Vinyl",119,4.7,Still Searching,2006
Grave Digger,B0B7QJ8HNG,"Vinyl,Multimedia CD",119,4.7,Tunes Of War - Limited Flaming Orange,2022
Behemoth,B07BF25DQJ,"Vinyl,Audio CD",120,4.7,Messe Noire,2018
Turisas,B004JST23A,"Audio CD,MP3 Music,Vinyl",119,4.7,Stand Up And Fight,2012
Pain,B01IERFAWS,"Audio CD,MP3 Music,Vinyl",119,4.7,Coming Home,2016
Nile,B007Y2W44W,"Audio CD,Vinyl",118,4.7,At the Gate of Sethu,2012
Swallow the Sun,B08JV9JVM9,"Audio CD,MP3 Music,Vinyl",119,4.7,Emeral Forest & The Blackbird,2020
Oceans Ate Alaska,B071G3C735,"Audio CD,MP3 Music,Vinyl",118,4.7,Hikari,2017
Tygers of Pan Tang,B07KZGKX9D,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",119,4.7,Spellbound,2019
HIM,B0001MBJBQ,Audio CD,119,4.7,And Love Said No...Greatest Hits 1997 - 2004,
Ensiferum,B002NACY6S,"Audio CD,MP3 Music",118,4.7,Victory Songs,2009
Melvins,B000002J8Y,"Audio CD,MP3 Music,Vinyl",118,4.7,Stag,1996
Nothing,B01CBMDNXU,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",119,4.7,Tired of Tomorrow,2016
Alcatrazz,B07FDNT6G8,"Audio CD,MP3 Music,Vinyl",118,4.7,Live in Japan 1984 - Complete Edition,2018
Montrose,B000002KFL,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",120,4.7,Paper Money,1990
Kamelot,B000PA9PMY,"Audio CD,MP3 Music,Vinyl",118,4.7,Ghost Opera,2007
MOLOTOV,B00002498N,"Audio CD,MP3 Music",119,4.7,Donde Jugaran Las Ninas,1997
Rodrigo y Gabriela,B000E6ETKM,Audio CD,119,4.7,Rodrigo y Gabriela,2007
Fu Manchu,B0002VERBK,"Audio CD,MP3 Music,Vinyl",118,4.7,Start the Machine,2004
BJORN RIIS,B06XWLCJRH,"Audio CD,MP3 Music,Vinyl",119,4.7,Forever Comes To An End,2017
Apocalyptica,B0BNLNTXP8,"Audio CD,Vinyl",118,4.7,Cult,2014
Slayer,B0BCX5NPYH,"Vinyl,MP3 Music,Audio CD,Blu-ray Audio,Audio DVD",118,4.7,Repentless - OxBlood & Orange Swirl w/ Mustard Splatter,2022
Bloodbath,B0B5H5167S,"Audio CD,MP3 Music,Vinyl",118,4.7,Survival Of The Sickest,2022
The Marshall Tucker Band,B000000S2O,"Vinyl,Audio CD,Audio, Cassette",118,4.7,The Marshall Tucker Band: Greatest Hits,1978
While She Sleeps,B0083YTBJQ,"Audio CD,MP3 Music",117,4.7,This Is the Six,2012
Edguy,B000CS9ISU,"Audio CD,MP3 Music",118,4.7,Rocket Ride,2013
Trivium,B09J95JQ8G,"Vinyl,Audio CD",118,4.7,In The Court Of The Dragon,2022
Sylosis,B082BTXPH2,"Audio CD,MP3 Music,Vinyl",118,4.7,Cycle Of Suffering,2020
Jim Hougan,B0001Q5YDQ,"Audio CD,Hardcover,Paperback,Mass Market Paperback,Audio, Cassette",118,4.7,Kingdom Come,2004
Kataklysm,B00XBIVL0G,"Audio CD,MP3 Music,Vinyl",118,4.7,Of Ghosts & Gods,2015
Doro,B07CPC9NK6,"Audio CD,MP3 Music,Vinyl",117,4.7,Warrior Soul,2018
Amorphis,B0002LQWY0,"Audio CD,Audio CD",118,4.7,Elegy,2005
DGM,B08CWD65SF,"Audio CD,MP3 Music,Vinyl",117,4.7,Tragic Separation,2020
RAVEN AGE,B01N166QR3,"Audio CD,MP3 Music,Vinyl",117,4.7,Darkness Will Rise,2017
Magnolia Electric Co.,B0006SNL3O,"Audio CD,MP3 Music,Vinyl",118,4.7,Trials And Errors,2005
Genghis Tron,B09QD41R1F,"Vinyl,Audio CD",117,4.7,Dream Weapon,2021
Kreator,B073J4Q4RD,"Vinyl,MP3 Music,Audio CD",117,4.7,Live Kreation,2017
Fifth Angel,B07BZ4565L,"Vinyl,Audio CD",118,4.7,Fifth Angel,2018
Stratovarius,B000007URG,"Audio CD,MP3 Music",118,4.7,Visions,2003
Dynazty,B01BTZORU8,"Audio CD,MP3 Music",117,4.7,Titanic Mass,2016
Kreator,B00009NJ98,"DVD,MP3 Music,Audio CD,Vinyl",117,4.7,Live Kreation/ Revisioned Glory [DVD],
Witchcraft,B0BN277KN3,"Vinyl,MP3 Music,Audio CD",42,4.8,Legend,2023
Godz,B000TMDOR0,"Audio CD,Vinyl",42,4.8,Godz/Nothing Is Sacred,2008
Pungent Stench,B079MSPVPJ,"Vinyl,MP3 Music,Audio CD",42,4.8,Dirty Rhymes & Psychotronic Beats,2019
Diabolical Masquerade,B08YHYPJDZ,"Audio CD,MP3 Music,Vinyl",42,4.8,Ravendusk In My Heart,2021
Atrophy,B0B18F4DPN,"Vinyl,MP3 Music,Audio CD",42,4.8,Socialized Hate,2022
Grave Digger,B09ZCKR2SY,"Vinyl,MP3 Music,Audio CD",42,4.8,The Grave Digger - White,2022
Hank Williams Jr.,B000000DAO,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",42,4.8,"One Night Stands, Vol. 1",1995
Wet Willie,B000003CMV,"Audio CD,MP3 Music,Vinyl",42,4.8,Keep On Smilin',1997
Necrophobic,B09QXLHN25,"Audio CD,MP3 Music,Vinyl",42,4.8,Death To All 2022,2022
LOWRIDER,B088GGDPG5,Vinyl,42,4.8,Lowrider - Ode To Io Remastered,2020
Sinister,B000000H09,"Audio CD,Vinyl",42,4.8,Diabolical Summoning,1993
Integrity,B072BXR226,"Audio CD,MP3 Music,Vinyl",42,4.8,"Howling, For The Nightmare Shall Consume",2017
Dixie Dregs,B00008G1HH,"Audio CD,MP3 Music,Audio, Cassette",42,4.8,Bring 'em Back Alive,1992
Autopsy,B0176G3FZM,"Vinyl,MP3 Music,Audio CD",42,4.8,Skull Grinder Limited,2017
Steve Morse,B000001322,"Audio CD,MP3 Music",42,4.8,StressFest,1996
Meshiaak,B01G4HIIU6,"Audio CD,MP3 Music,Vinyl",42,4.8,Alliance Of Thieves,2016
Death SS,B09H3NL149,"Audio CD,MP3 Music,Vinyl",42,4.8,Ten Limited,2021
Horisont,B01N74TY6D,"Audio CD,MP3 Music,Vinyl",42,4.8,About Time,2017
Napalm Death,B08ZBJ4KZF,"Vinyl,MP3 Music,Audio CD",42,4.8,Utilitarian black Booklet,2021
Church of Misery,B006WM6V0S,"Audio CD,MP3 Music,Vinyl",42,4.8,The Second Coming,2012
Firehouse,B0013FCOLO,Audio CD,42,4.8,Firehouse,2008
Vengeance Rising,B000008LZD,"Audio CD,MP3 Music,Audio CD,Audio, Cassette",42,4.8,Human Sacrifice,1993
Dissection,B000000H13,"Audio CD,MP3 Music",117,4.7,Storm of the Light's Bane,1996
Ayreon,B0BDGB3YRJ,"Audio CD,MP3 Music",116,4.7,Universal Migrator Part I & II - Earbook,2022
Lizzy Borden,B000001C8I,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",116,4.7,Love You to Pieces,2001
Emperor,B01N41L301,"Audio CD,MP3 Music,Vinyl",117,4.7,Emperor / Wrath Of The Tyrant,2017
Summoning,B076V8LP5C,"Vinyl,MP3 Music,Audio CD",117,4.7,With Doom We Come,2018
Luca Turilli,B007XU0N1G,"Audio CD,MP3 Music,Vinyl",116,4.7,Ascending To Infinity,2012
Extreme,B00OSU920M,"Audio CD,MP3 Music,Audio, Cassette",115,4.7,Extreme II: Pornograffitti,2015
Rob Zombie,B000SUKPTS,"Audio CD,MP3 Music,Vinyl",115,4.7,Zombie Live,2007
Bob Seger,B000002V29,"Audio CD,Audio, Cassette",115,4.7,It's a Mystery,1995
Yes,B000007NE4,Audio CD,115,4.7,Monsters Of Rock,1998
Carach Angren,B06XPJM532,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",116,4.7,Dance and Laugh Amongst the Rotten,2017
Unleash The Archers,B009SX9AV0,"Audio CD,MP3 Music",115,4.7,Demons Of The Astrowaste,2011
Freedom Call,B01LBETJBO,"Vinyl,MP3 Music,Audio CD",115,4.7,Master Of Light,2016
Rage Of Light,B07MX1T164,"Audio CD,MP3 Music",116,4.7,Imploder,2022
Motörhead,B0040XSQXQ,Audio CD,116,4.7,You'll Get Yours - The Best Of,2010
Winterfylleth,B084Z3KZK6,"Vinyl,MP3 Music,Audio CD",115,4.7,The Reckoning Dawn,2020
Suicide Silence,B0012L207W,"Audio CD,MP3 Music",116,4.7,Cleansing,2008
Pig Destroyer,B0002YT7OE,"Audio CD,MP3 Music,Vinyl",115,4.7,Terrifyer,2005
Tesla,B000UNMTXS,"Audio CD,MP3 Music",115,4.7,Reel to Real Vol2,2015
Sabaton,B00582GLZ8,"Audio CD,MP3 Music,Vinyl",116,4.7,World War Live - Battle Of The Baltic Sea,2012
Nelson,B000000OZM,"Audio CD,MP3 Music",115,4.7,After the Rain,1996
Gamma Ray,B01886FXR2,"Audio CD,MP3 Music",116,4.7,Insanity an Genius,2017
American Head Charge,B0007KVAW0,Audio CD,116,4.7,The Feeding,2005
Living Colour,B002GSXJKC,"Audio CD,MP3 Music",115,4.7,The Chair in the Doorway,2009
Grave Digger,B000JMJUW8,"Audio CD,Vinyl",115,4.7,Excalibur - Remastered 2006,2011
Pretty Maids,B01L22Y8VQ,"Audio CD,MP3 Music,Vinyl",116,4.7,Kingmaker,2017
Alice Cooper,B0009QYQVO,"Audio CD,MP3 Music,Vinyl",116,4.7,Dirty Diamonds,2005
Hammerfall,B006QN9D7G,"MP3 Music,Audio CD",116,4.7,Crimson Thunder,2002
Hound Dog Taylor,B00KJN0LBQ,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",114,4.7,Hound Dog & Houserockers,2011
The Who,B0000942K8,"Audio CD,Vinyl",115,4.7,The Who: Live at the Royal Albert Hall,2003
Uriah Heep,B0016CP21I,"Audio CD,Vinyl",114,4.7,Wake The Sleeper,2008
Marduk,B000NJM6N2,"Audio CD,Vinyl",114,4.7,Those of the Unlight,2007
Slade,B000MGB1YG,Audio CD,114,4.7,B-Sides,2007
Krokus,B0000071GC,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",115,4.7,One Vice At A Time,2011
Loudness,B00000EC9A,"Audio, Cassette,MP3 Music,Audio CD",115,4.7,Soldier of Fortune,
Nine Inch Nails,B00005Y225,Audio CD,115,4.7,And All That Could Have Been,2002
Accept,B07HGR7NYG,"Audio CD,MP3 Music,Vinyl",114,4.7,Symphonic Terror: Live At Wacken 2017,2018
Blue Oyster Cult,B08GV76QJT,"Vinyl,Audio CD,Audio DVD",113,4.7,A Long Day's Night,2020
Whitechapel,B00B6BA7W8,"Audio CD,Audio CD",113,4.7,Somatic Defilement,2013
Metalite,B074WK46MG,"Audio CD,MP3 Music,Vinyl",114,4.7,Heroes In Time,2017
Katatonia,B00008ZZ42,"Audio CD,MP3 Music,Vinyl",114,4.7,Tonights Decision,2017
Drive-By Truckers,B002DYQNRU,"Vinyl,MP3 Music,Audio CD",113,4.7,The Fine Print,2009
Mahogany Rush,B0000071UC,Audio CD,114,4.7,Child of the Novelty / Maxoom / Strange Universe,1998
Periphery,B008809VZ4,"Audio CD,MP3 Music,Vinyl",114,4.7,Periphery II,2012
The Fall of Troy,B000A2H9XO,"Audio CD,MP3 Music,Vinyl",113,4.7,Doppelganger,2005
